Waybill Date,Origin,Origin-St,Destination,Destination-St,Commodity,Railcars-Containers,Rail-Miles,Net-Weight-Tons,Metric-Tonnes,Rail-km,Rail-GHG-Emissions-Tonnes,Truck-GHG-Emissions-Tonnes
2024-08-14,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Cauliflower,1,3268.7,27,24.49,5260.32,1.64,9.95
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Fox,1,2757.8,19,17.24,4438.13,0.98,5.91
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Thyme,1,1101.2,7,6.35,1772.16,0.14,0.87
2024-09-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Wood,1,1101.2,19,17.24,1772.16,0.39,2.36
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Melons,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Salsify,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-27,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Loganberries,1,1101.2,17,15.42,1772.16,0.35,2.11
2024-09-16,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Milk and cream (cattle),1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Witloof chicory,1,3073.8,23,20.87,4946.67,1.32,7.97
2024-09-18,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Sea buckthorn,1,764.1,21,19.05,1229.67,0.3,1.81
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Flowers (edible),1,2757.8,8,7.26,4438.13,0.41,2.49
2024-10-01,FAIRVIEW COVE IMPEX,NS,WINNIPEG SYMING YAR,MB,Celery,1,2261.8,17,15.42,3639.91,0.72,4.33
2024-09-25,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Cumin,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Forage seed,1,1101.2,23,20.87,1772.16,0.47,2.86
2024-09-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Coriander,1,764.1,17,15.42,1229.67,0.24,1.46
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Sugar beets (including molasses),1,2757.8,24,21.77,4438.13,1.23,7.46
2024-09-05,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Strawberries,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Mint,1,978.5,23,20.87,1574.7,0.42,2.54
2024-08-31,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Honey,1,3268.7,27,24.49,5260.32,1.64,9.95
2024-08-27,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,3268.7,27,24.49,5260.32,1.64,9.95
2024-09-18,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Quinoa,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-09-16,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,"Cattle, feeder",1,2931.1,7,6.35,4717.02,0.38,2.31
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Prepared feed and protein supplements (itemized),1,2737.3,18,16.33,4405.14,0.92,5.55
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Elk,1,2765.7,24,21.77,4450.84,1.24,7.48
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Barley,1,2765.7,24,21.77,4450.84,1.24,7.48
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Bee by-products,1,2737.3,19,17.24,4405.14,0.97,5.86
2024-08-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Cilantro,1,2737.3,20,18.14,4405.14,1.02,6.17
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Fruit juice,1,2457.7,22,19.96,3955.18,1.01,6.1
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Borage,1,3073.8,28,25.4,4946.67,1.6,9.7
2024-09-26,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Chick peas/Garbanzo beans,1,764.1,9,8.16,1229.67,0.13,0.78
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Chives,1,3073.8,28,25.4,4946.67,1.6,9.7
2024-09-16,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Semen and embryos,1,2931.1,4,3.63,4717.02,0.22,1.32
2024-08-16,ROBERTS BANK,BC,REGINA INTER TERM,SK,Faba beans,1,1382.5,13,11.79,2224.86,0.33,2.03
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Sweet potatoes/Yams,1,2757.8,16,14.52,4438.13,0.82,4.97
2024-08-09,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Honey,1,2457.7,21,19.05,3955.18,0.96,5.82
2024-09-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Deferred elk,1,2737.3,19,17.24,4405.14,0.97,5.86
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Cauliflower,1,2765.7,25,22.68,4450.84,1.29,7.79
2024-08-07,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,"Cattle, calves",1,2744.5,30,27.22,4416.72,1.53,9.28
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Stevia,1,2757.8,3,2.72,4438.13,0.15,0.93
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Witloof chicory,1,3073.8,4,3.63,4946.67,0.23,1.39
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,"Bees, honey",1,2737.3,20,18.14,4405.14,1.02,6.17
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Turnips,1,2737.3,18,16.33,4405.14,0.92,5.55
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Corn,1,2457.7,21,19.05,3955.18,0.96,5.82
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Cattle, purebred breeding",1,2757.8,7,6.35,4438.13,0.36,2.18
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Faba beans,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Cabbage,1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Okra,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-09-23,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Faba beans,1,3073.8,28,25.4,4946.67,1.6,9.7
2024-09-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Quail,1,2457.7,6,5.44,3955.18,0.27,1.66
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Witloof chicory,1,3073.8,4,3.63,4946.67,0.23,1.39
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Stevia,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Onions,1,2737.3,18,16.33,4405.14,0.92,5.55
2024-08-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Sage,1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-06,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Seeds and bulbs,1,2744.5,30,27.22,4416.72,1.53,9.28
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Semen and embryos,1,2457.7,20,18.14,3955.18,0.92,5.54
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Goats,1,2457.7,22,19.96,3955.18,1.01,6.1
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Lavender,1,2457.7,18,16.33,3955.18,0.82,4.99
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Khorasan wheat/Kamut,1,3073.8,24,21.77,4946.67,1.37,8.32
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Quinoa,1,2255.4,7,6.35,3629.62,0.29,1.78
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Flowers and ornamental foliage,1,2765.7,28,25.4,4450.84,1.44,8.73
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Rye,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Deer,1,2457.7,11,9.98,3955.18,0.5,3.05
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Turkey eggs,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-09-10,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Tomatoes,1,764.1,3,2.72,1229.67,0.04,0.26
2024-08-09,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Lettuce,1,2457.7,7,6.35,3955.18,0.32,1.94
2024-08-28,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Zucchini,1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Sweet corn,1,2737.3,8,7.26,4405.14,0.41,2.47
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Faba beans,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Oranges,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-09-27,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Caraway seed,1,764.1,22,19.96,1229.67,0.31,1.89
2024-09-10,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Chervil,1,764.1,10,9.07,1229.67,0.14,0.86
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,Khorasan wheat/Kamut,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Vegetable seed (seed production only),1,2757.8,19,17.24,4438.13,0.98,5.91
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Flaxseed,1,766.3,11,9.98,1233.21,0.16,0.95
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Forage (including pellets, silage)",1,3073.8,5,4.54,4946.67,0.29,1.73
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Wool,1,2757.8,12,10.89,4438.13,0.62,3.73
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Fireweed,1,2457.7,10,9.07,3955.18,0.46,2.77
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Lentils,1,3073.8,11,9.98,4946.67,0.63,3.81
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Groundhogs/Hedgehogs,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Bee by-products,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,"Currants (black, red)",1,2765.7,13,11.79,4450.84,0.67,4.05
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Quail,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-20,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Cattle, cows and bulls",1,1101.2,8,7.26,1772.16,0.16,0.99
2024-09-13,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Donkeys/Mules,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-09-13,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Pheasants,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Plums,1,2457.7,10,9.07,3955.18,0.46,2.77
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Eggplant,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Cherries (sweet, sour)",1,3073.8,16,14.52,4946.67,0.92,5.54
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Elk velvet,1,2757.8,7,6.35,4438.13,0.36,2.18
2024-09-10,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Cannabis,1,1100.3,26,23.59,1770.71,0.53,3.22
2024-09-23,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Bok choi,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Prepared feed and purchases (non-itemized),1,2757.8,26,23.59,4438.13,1.34,8.08
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Semen and embryos,1,3073.8,16,14.52,4946.67,0.92,5.54
2024-09-10,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Maple products,1,1101.2,18,16.33,1772.16,0.37,2.23
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Pears,1,2757.8,5,4.54,4438.13,0.26,1.55
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Grain (pellets, screenings, silage)",1,2757.8,5,4.54,4438.13,0.26,1.55
2024-08-06,ROBERTS BANK,BC,SASKATOON INTER TER,SK,Deferred bovine cattle,1,1089.9,8,7.26,1753.98,0.16,0.98
2024-08-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Pears,1,978.5,18,16.33,1574.7,0.33,1.99
2024-09-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Chinchilla,1,2737.3,22,19.96,4405.14,1.12,6.79
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Mushrooms (including spawn),1,978.5,3,2.72,1574.7,0.05,0.33
2024-09-23,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Watermelon,1,988.7,28,25.4,1591.11,0.52,3.12
2024-09-16,ROBERTS BANK,BC,ARCADIA,WI,"Cattle, fat/slaughter",1,2255.4,6,5.44,3629.62,0.25,1.53
2024-09-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Flowers and ornamental foliage,1,978.5,12,10.89,1574.7,0.22,1.32
2024-09-26,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Fennel,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-20,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Chickens (non-supply managed),1,764.1,23,20.87,1229.67,0.33,1.98
2024-09-24,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Millet,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-20,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Cattle, purebred breeding",1,1101.2,19,17.24,1772.16,0.39,2.36
2024-09-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Apples,1,1101.2,25,22.68,1772.16,0.51,3.1
2024-09-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Maple products,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-09,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Trees (cultivated Christmas),1,764.1,26,23.59,1229.67,0.37,2.24
2024-09-24,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Wine,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-10-01,FAIRVIEW COVE IMPEX,NS,EDMONTON INTER TERM,AB,Apples,1,3061.3,23,20.87,4926.55,1.31,7.94
2024-10-04,MALPORT,ON,ROBERTS BANK,BC,Milk and cream (non-supply managed),1,2758.5,4,3.63,4439.25,0.21,1.24
2024-09-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Sweet corn,1,1101.2,24,21.77,1772.16,0.49,2.98
2024-09-28,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Lathyrus,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Blackberries,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-10-01,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Cauliflower,1,764.1,17,15.42,1229.67,0.24,1.46
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Arugula/Rocket,1,3073.8,15,13.61,4946.67,0.86,5.2
2024-08-28,FAIRVIEW COVE IMPEX,NS,CALGARY LOG PARK,AB,Custom feeding expenses (non-itemized),1,3260,13,11.79,5246.32,0.79,4.78
2024-09-23,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Other feed charges (itemized),1,3268.7,30,27.22,5260.32,1.83,11.05
2024-09-27,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Flowers (edible),1,764.1,27,24.49,1229.67,0.38,2.33
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Deferred bison,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Hops,1,2457.7,5,4.54,3955.18,0.23,1.39
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cannabis,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-16,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Okra,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-08-07,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Soybeans,1,1101.2,28,25.4,1772.16,0.57,3.48
2024-10-02,DETROIT INTER TERM,MI,ROBERTS BANK,BC,Fennel,1,2735.2,2,1.81,4401.76,0.1,0.62
2024-08-21,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Carrots,1,764.1,16,14.52,1229.67,0.23,1.38
2024-08-07,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Chinese vegetables,1,764.1,3,2.72,1229.67,0.04,0.26
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Deer,1,2765.7,27,24.49,4450.84,1.39,8.42
2024-08-28,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Peppers,1,1100.3,9,8.16,1770.71,0.18,1.12
2024-09-17,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Safflower,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-09-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Grapes,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Salsify,1,1101.2,13,11.79,1772.16,0.27,1.61
2024-09-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Alpacas,1,1101.2,6,5.44,1772.16,0.12,0.74
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Kale,1,2457.7,12,10.89,3955.18,0.55,3.32
2024-08-09,ROBERTS BANK,BC,SASKATOON INTER TER,SK,Prepared feed and protein supplements (itemized),1,1089.9,11,9.98,1753.98,0.22,1.35
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Oats,1,2757.8,15,13.61,4438.13,0.77,4.66
2024-08-08,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Oats,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cilantro,1,2757.8,28,25.4,4438.13,1.44,8.7
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Cauliflower,1,2765.7,28,25.4,4450.84,1.44,8.73
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Asparagus,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-25,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Lettuce,1,767.9,30,27.22,1235.78,0.43,2.6
2024-09-26,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Vegetable seed (seed production only),1,764.1,12,10.89,1229.67,0.17,1.03
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Grapes,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-08-09,ROBERTS BANK,BC,REGINA INTER TERM,SK,Sweet peas,1,1382.5,10,9.07,2224.86,0.26,1.56
2024-09-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Okra,1,978.5,3,2.72,1574.7,0.05,0.33
2024-09-25,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Flowers and ornamental foliage,1,988.7,28,25.4,1591.11,0.52,3.12
2024-09-18,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Corn,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Tomatoes,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Pigeons,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Vegetable marrow,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-09-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Cauliflower,1,1101.2,19,17.24,1772.16,0.39,2.36
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Lemon balm,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-16,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Tobacco,1,1101.2,4,3.63,1772.16,0.08,0.5
2024-09-04,CALGARY LOG PARK,AB,ROBERTS BANK,BC,"Cattle, cows and bulls",1,988.7,22,19.96,1591.11,0.41,2.45
2024-08-08,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Soybeans,1,764.1,23,20.87,1229.67,0.33,1.98
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Elk,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-08,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,"Grain (pellets, screenings, silage)",1,1101.2,28,25.4,1772.16,0.57,3.48
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Spinach,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-06,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Plums,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Cabbage,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-01,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Pigeons,1,2744.5,30,27.22,4416.72,1.53,9.28
2024-09-09,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Donkeys/Mules,1,988.7,30,27.22,1591.11,0.55,3.34
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Kale,1,1101.2,5,4.54,1772.16,0.1,0.62
2024-10-07,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Chives,1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Deferred goat,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-09-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Fox,1,2457.7,21,19.05,3955.18,0.96,5.82
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Vegetable marrow,1,2737.3,22,19.96,4405.14,1.12,6.79
2024-08-13,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Lemon balm,1,2744.5,30,27.22,4416.72,1.53,9.28
2024-08-08,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Canola,1,1101.2,28,25.4,1772.16,0.57,3.48
2024-10-01,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Ginseng,1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Carrots,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Hemp,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Lemons,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Chickens,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Lettuce,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Groundhogs/Hedgehogs,1,2765.7,19,17.24,4450.84,0.98,5.92
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Deer,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Sea buckthorn,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Triticale,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Buckwheat,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-09-18,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Pot bellied pigs,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Rice,1,3073.8,29,26.31,4946.67,1.66,10.05
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Borage,1,978.5,12,10.89,1574.7,0.22,1.32
2024-09-23,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Turnips,1,988.7,30,27.22,1591.11,0.55,3.34
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Sugar beets (including molasses),1,2765.7,21,19.05,4450.84,1.08,6.55
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Watermelon,1,2765.7,25,22.68,4450.84,1.29,7.79
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Lupins,1,2757.8,22,19.96,4438.13,1.13,6.84
